Polish,"Strzelcy podhalańscy, potocznie podhalańczycy – tradycyjna nazwa na określenie polskich oddziałów piechoty górskiej. Charakterystycznym elementem umundurowania żołnierzy tej jednostki są długie peleryny i kłobuki. W latach 1918-1939 w Wojsku Polskim było sześć pułków strzelców podhalańskich:    1 Pułk Strzelców Podhalańskich, 2 Pułk Strzelców Podhalańskich, 3 Pułk Strzelców Podhalańskich, 4 Pułk Strzelców Podhalańskich, 5 Pułk Strzelców Podhalańskich, 6 Pułk Strzelców Podhalańskich,które wchodziły w skład dwóch dywizji piechoty górskich (21 i 22). W czasie II wojny światowej sformowano:  Samodzielna Brygada Strzelców Podhalańskich (1940) Batalion Strzelców Podhalańskich (1940) pułki Strzelców Podhalańskich AK (1943–1945)Po wojnie dziedzictwo tradycji oddziałów podhalańskich kontynuował 5 Pułk Strzelców Podhalańskich im. gen. Andrzeja Galicy, a od 1993 roku - 21 Brygada Strzelców Podhalańskich."
German,"Yorkshire Forced Rhubarb (wörtlich: ‚Treibrhabarber aus Yorkshire‘) ist eine geschützte Ursprungsbezeichnung für Rhabarberstangen, die im Winter in geheizten Hallen bei völliger Dunkelheit aus speziell dafür vorbereiteten Rhabarberpflanzen zum Austreiben gebracht werden. Es handelt sich um eine lokale Spezialität, die in einem Gebiet in Yorkshire im Norden Englands, das als Rhabarber-Dreieck (Rhubarb Triangle) bezeichnet wird, angebaut wird. Durch das Austreiben unter besonderen Bedingungen sind die Rhabarberstangen früher im Jahr erhältlich und haben einen anderen, intensiveren Geschmack und eine andere, zartere Struktur als gewöhnlicher, im Freien kultivierter Rhabarber. Im Jahr 2010 wurde Yorkshire Forced Rhubarb durch die Europäische Union als schützenswerte lokale Besonderheit anerkannt und darf seither als Erzeugnis mit geschützter Ursprungsbezeichnung vermarktet werden."
German,"Jacques Reynaud (* 1960 in Mailand) ist ein italienischer Modedesigner und Kostümbildner. Reynaud studierte Modedesign in New York, wo er auch heute noch lebt und arbeitet. In Europa wurde er vor allem durch seine Kostüme für Theaterinszenierungen bekannt. Seine erste Arbeit für den italienischen Regisseur Luca Ronconi für dessen Peer Gynt Inszenierung. Seit Mitte der 1990er Jahre arbeitet er mit dem US-amerikanischen Starregisseur Robert Wilson bei dessen weltweiten Inszenierungen. In Deutschland schuf er die Kostüme für die Wilson-Produktionen Ozeanflug 1998 am Berliner Ensemble, The Days Before und Poe-try in Hamburg, Doktor Caligari am Deutschen Theater in Berlin. 2003 schuf er für Wilsons gemeinsame Arbeit mit Herbert Grönemeyer und dem Berliner Ensemble Leonce und Lena von Georg Büchner die Kostüme und kam 2005 für die die Inszenierung des Wintermärchens von William Shakespeare erneut ans Berliner Ensemble. 2016 war er für die Kostüme für L’incoronazione di Poppea an der Mailänder Scala verantwortlich. 2017 ist er zusammen mit Martin Zehetgruber für die Ausstattung des Stückes Die Geburtstagsfeier unter der Regie von Andrea Breth bei den Salzburger Festspielen verantwortlich."
Spanish,"El One North End Avenue es un edificio de oficinas y el único edificio financiero que no es una torre del que fuera el World Financial Center, en el Bajo Manhattan de Nueva York. Está situado en la costa de Battery Park City y el río Hudson y frente al 250 Vesey Street.[1]​ Sirve de sede y centro de operaciones de la Bolsa Mercantil de Nueva York.[2]​ La Bolsa Mercantil de Nueva York se trasladó del 4 World Trade Center al One North End Avenue en 1997,[3]​ después de que los directores de la bolsa consideraran la posibilidad de trasladarse a Nueva Jersey durante varios años.[4]​ En la mañana del martes 11 de septiembre de 2001, el edificio sufrió daños menores y temblores por el choque de los aviones y el posterior colapso de las Torres Gemelas.  Todo el edificio, como los circundantes que conformaron la llamada zona cero, fueron evacuados al poco tiempo para evitar una tragedia aún mayor.[5]​ Después del 11-S, el tejado mantiene ondeando cuatro banderas estadounidenses, una en cada esquina, como recuerdo de la libertad y en memoria de los fallecidos en los atentados terroristas. En 2013 Brookfield Properties compró el edificio por 200 millones de dólares[6]​ y lo fusionó con el resto del complejo.[7]​"
Polish,"Fryderyk Kettler (de. Friedrich von Kettler) (ur. 25 listopada 1569 w Mitawie, zm. 16 sierpnia 1642) – książę Kurlandii i Semigalii w latach 1587-1642 (de facto do 1638). Syn Gottharda Kettlera i Anny Meklemburskiej, brat Wilhelma Kettlera, stryj Jakuba Kettlera. Po śmierci ojca współrządził Księstwem Kurlandii i Semigalii wraz z bratem Wilhelmem. Zarządzał Semigalią. 27 września 1605 roku jako dowódca rajtarów kurlandzkich brał udział w bitwie pod Kircholmem. W czasie jego panowania doszło do ostrego konfliktu książąt ze szlachtą kurlandzką, która domagała się takich samych przywilejów jakie miał ten stan w Rzeczypospolitej Obojga Narodów. Długotrwały spór zakończył się detronizacją Wilhelma Kettlera w 1616 roku za zabójstwo przywódcy opozycji. Fryderyk Kettler uniknął losu brata dzięki ugodzie Formula Regiminis z 1617 roku, w której zagwarantował swoim poddanym niektóre swobody i tolerancję religijną dla katolików. Od tego czasu był jedynym władcą i przejął po bracie we władanie Kurlandię. Pod koniec życia podjął starania polityczne o uznanie przez króla polskiego Władysława IV Wazę praw do tronu kurlandzkiego swojego bratanka Jakuba Kettlera. Fryderyk Kettler pochowany jest w krypcie pod pałacem w Mitawie."
German,"Die Deutsche Reformpartei (DRP) war eine der Antisemitenparteien im Deutschen Kaiserreich. Sie wurde zunächst unter dem Namen Antisemitische Volkspartei (AVP) am 20. März 1890 von Otto Böckel gegründet. Die Partei war, ebenso wie die Deutschsoziale Partei aus der 1886 in Kassel gegründeten Deutschen Antisemitischen Vereinigung hervorgegangen. 1893 wurde sie in Deutsche Reformpartei umbenannt und wählte Oswald Zimmermann zum Vorsitzenden.Im Gegensatz zu den eher konservativen deutschsozialen Antisemiten um Max Liebermann von Sonnenberg verfolgten die „Reformer“ einen antikonservativen Kurs und traten unter der Wahlparole „gegen Junker und Juden“ für soziale Reformen zugunsten der unteren Bevölkerungsschichten ein. Die Spannungen zwischen diesen Gruppen beschrieb der Publizist Hellmut von Gerlach: „Der eine war Mittelständler, der andere Arbeiterfreund, der eine Aristokrat, der andere Demokrat. Der eine rief zum Kampf gegen Juden und Junker auf, der andere ging mit den Großagrariern durch dick und dünn. Bei jeder Abstimmung fiel die Fraktion auseinander.“Die Partei hatte ihre Schwerpunkte in Hessen unter Otto Böckel und in Sachsen unter Oswald Zimmermann. Gewählt wurde sie vor allem in ländlichen Regionen von Bauern und Handwerkern. Bereits 1887 war Böckel als erster unabhängiger Antisemit in den Reichstag gewählt worden. 1890 gewann die AVP vier Mandate (Böckel, Zimmermann, Pickenbach und Werner). Bei der Reichstagswahl 1893 gewannen die Antisemitenparteien insgesamt 16 der 397 Sitze, von denen 11 auf die DRP entfielen. 1894 schloss sich die DRP mit den Deutschsozialen zur Deutschsozialen Reformpartei (DSRP) zusammen. Der Niedergang der Böckel-Bewegung in Hessen schwächte die DRP und stärkte den deutschsozialen Flügel. 1895 wurden die  besonders radikalen Antisemiten Otto Böckel und Hermann Ahlwardt aufgrund ihrer antikonservativen Haltung aus der Partei ausgeschlossen, woraufhin sie die Antisemitische Volkspartei neu gründeten. Diese blieb allerdings bedeutungslos. Die „Reformer“ unter Oswald Zimmermann verblieben zunächst in der DSRP, bis sich die Partei 1900 wieder in Deutschsoziale und „Reformer“ aufspaltete. Beide Flügel schlossen sich 1914 in der Deutschvölkischen Partei zusammen, deren Mitglieder den Kern des 1922 verbotenen Deutschvölkischen Schutz- und Trutzbundes stellten."
Spanish,"Palestra u Organització Nacional de la Joventut Catalana («Organización Nacional de la Juventud Catalana») fue una organización cultural y juvenil de España enmarcada en posiciones nacionalistas catalanas. Fundada en abril de 1930 por Josep Maria Batista i Roca,[1]​ este tomó ideas directamente de los sokols de Bohemia y la Polonia austríaca.[2]​ Combinaría la formación deportiva y el adoctrinamiento patriótico en la infancia.[3]​ Dentro de Palestra, la ORMICA figuraría como círculo interno militante más reducido controlado por Batista,[2]​ con el objeto de formar paramilitarmente a la organización.[4]​ Pompeu Fabra fue presidente de Palestra hasta la guerra civil, con una breve interrupción tras los hechos de octubre de 1934.[3]​ Al contrario que Nosaltres Sols!, Palestra participó en 1931 en la campaña a favor de la aprobación del estatuto de autonomía de Cataluña.[5]​ En 1933 el llamado Club Català se escindiría de Palestra.[6]​ Tras el inicio de la guerra civil, Palestra abrió negociaciones para unificarse con Estat Català haciendo varias concesiones sustanciales, pero sin frutos a la postre.[7]​"
Polish,"Jerzy Henryk Dudek (ur. 23 marca 1973 w Rybniku) – polski piłkarz, który występował na pozycji bramkarza. W latach 1998–2013 reprezentant Polski. Uczestnik Mistrzostw Świata 2002. Członek Klubu Wybitnego Reprezentanta, zajmuje trzecie miejsce pod względem liczby występów bramkarzy w reprezentacji Polski. Po występach w lokalnych drużynach w 1995 trafił do Sokoła Tychy, gdzie zadebiutował w pierwszej lidze. Rok później trafił do Feyenoordu, gdzie w ciągu pięciu sezonów zdobył mistrzostwo Holandii i dwukrotnie został uznany za najlepszego bramkarza Eredivisie. W 2000 został wybrany piłkarzem roku w Polsce w plebiscycie „Piłki Nożnej”. W 2001 trafił do Liverpoolu, gdzie spędził sześć kolejnych sezonów i sięgnął z klubem po trofeum Ligi Mistrzów UEFA, zostając jednym z bohaterów meczu finałowego w Stambule. W 2007 przeniósł się do Realu Madryt, gdzie jako drugi bramkarz spędził cztery sezony, zdobywając wszystkie krajowe trofea i debiutując w Primera Division. Jest jednym z sześciu polskich piłkarzy – zdobywców Pucharu Europy."
Spanish,"Lai Xiaomin (en chino simplificado, 赖小民; en chino tradicional, 賴小民; pinyin, Li Xiaomin;  Ruijin, 21 de julio de 1962-Tianjin, 29 de enero de 2021) fue un ejecutivo de negocios chino y economista senior que se desempeñó como secretario del partido y presidente del directorio de China Huarong Asset Management desde septiembre de 2012 hasta abril de 2018.[1]​[2]​ Fue investigado por corrupción el 17 de abril de 2018. El 5 de enero de 2021, Lai fue condenado a muerte sin indulto por soborno, malversación de fondos y bigamia. También se incautaron sus bienes privados. La sentencia se ejecutó el 29 de enero de 2021.[3]​[4]​[5]​  Asumió varios puestos en el Banco Popular de China, incluido el de Director Adjunto y Director del Departamento de Financiamiento Central del Departamento de Planificación de Capital del Banco Popular de China, Director de la Segunda División del Banco, Director Adjunto del Departamento de Gestión de Crédito, y Subdirector de la Segunda División de Supervisión Bancaria. Fue delegado del XII Congreso Nacional del Pueblo. Sus posiciones antes de su caída incluyeron; Subdirector del Departamento de Supervisión Bancaria de la Comisión Reguladora Bancaria de China, Jefe del Equipo Preparatorio de la Oficina de Supervisión de Beijing, Secretario de la Oficina Reguladora Bancaria de Beijing, Secretario del Comité del Partido, Director de la Oficina General de la Comisión Reguladora Bancaria de China y Director de la Oficina del Comité del Partido y Portavoz Principal.[6]​"
Polish,"Instytut Nauk Społecznych (ros. Институт социальных наук) – kolaboracyjna instytucja naukowa w okupowanej Odessie podczas II wojny światowej. W połowie maja 1943 r. w Odessie z inicjatywy władz okupacyjnych został otworzony Instytut Badań Antykomunistycznych i Propagandy. Działał on przy Państwowym Uniwersytecie Odeskim. Niemcy zamierzali w ten sposób wciągnąć naukowe środowiska Odessy do antykomunistycznej działalności naukowo-badawczej i propagandowej. Po pewnym czasie placówkę przemianowano na Instytut Nauk Społecznych (Instytut Problemów Społecznych). Pracowali w nim m.in. prof. Konstantin D. Pokrowski, prof. Borys W. Warnieke, prof. Nikołaj A. Sokołow, prof. S. F. Biełodzied. Po odzyskaniu Odessy przez Armię Czerwoną w kwietniu 1944 r., cała kadra naukowa Instytutu została aresztowana przez NKWD, otrzymując po śledztwie wieloletnie wyroki łagrów."
Spanish,"Honoré-Armand, duque de Villars, duque y par de Francia, príncipe de Martigues, Grande de España, caballero de la Orden del Toisón de Oro, Vizconde de Melun, Marqués de la Melle, conde de Rochemiley, nació en París el 4 de octubre de 1702 y murió en Aix en mayo de 1770. Fue el hijo de Claude Louis Hector de Villars y de Jeanne-Angélique Rocque de Varengeville, y nieto de Pierre de Villars. Se casó en 1721 con Amable-Gabrielle de Noailles, hija de Adrien Maurice de Noailles. Tuvo una hija el 18 de marzo de 1723, Aimable-Angélique de Villars. Dueño de un Campo de Regimiento de Caballería, Brigadier de los ejércitos del Rey, sirvió en Italia en 1733 bajo las órdenes de su padre. Llevó la noticia de la toma del Castillo de Milán para el Rey.  Fue miembro de la Academia francesa, donde sucedió a su padre en la silla 18 el 16 de agosto de 1734. Fue Gobernador general de las regiones y condado de Provenza y de la Tour du Bouc, asimismo, siguiendo a su padre desde 1734 hasta su muerte."
